"last_name, first_name","player_id","year","player_age","ab","pa","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","r_total_caught_stealing","r_total_stolen_base","b_hit_by_pitch","b_intent_walk","b_sac_fly","woba","sprint_speed"
"Blackmon, Charlie",453568,2023,36,359,413,63,24,5,8,55,39,13.3,9.4,".279",".440",".363","0.803","0.161",".307","1","4","11","0","4",".350","27.6"
"Votto, Joey",458015,2023,39,208,242,22,6,0,14,62,27,25.6,11.2,".202",".433",".314","0.747","0.231",".212","0","0","7","0","0",".326","25.6"
"Kiner-Falefa, Isiah",643396,2023,28,326,361,60,12,1,6,70,28,19.4,7.8,".242",".340",".306","0.646","0.098",".289","5","14","3","0","3",".286","27.7"
"Siri, Jose",642350,2023,27,338,364,35,13,2,25,130,20,35.7,5.5,".222",".494",".267","0.761","0.272",".269","3","12","2","0","3",".319","29.7"
"Bruján, Vidal",660644,2023,25,76,84,11,2,0,0,21,5,25,6,".171",".197",".241","0.438","0.026",".236","2","3","2","0","0",".206","26.9"
"Jansen, Danny",643376,2023,28,268,301,29,15,0,17,62,23,20.6,7.6,".228",".474",".312","0.786","0.246",".233","0","0","10","1","0",".336","27.1"
"Davis, J.D.",605204,2023,30,480,546,77,23,1,18,152,52,27.8,9.5,".248",".412",".325","0.737","0.164",".320","0","1","6","0","6",".321","25.8"
"Ozuna, Marcell",542303,2023,32,530,592,75,29,1,40,134,57,22.6,9.6,".274",".558",".346","0.904","0.284",".293","0","0","3","1","2",".381","26.4"
"Pérez, Carlos",656024,2023,26,49,53,5,4,0,1,11,4,20.8,7.5,".204",".347",".264","0.611","0.143",".243","0","0","0","0","0",".267","26.1"
"Cordero, Franchy",614173,2023,28,69,71,5,2,0,6,25,2,35.2,2.8,".188",".478",".211","0.689","0.290",".184","0","0","0","0","0",".286","27.4"
"Campusano, Luis",669134,2023,24,163,174,38,7,0,7,21,7,12.1,4,".319",".491",".356","0.847","0.172",".331","0","0","3","0","1",".364","25.8"
"d'Arnaud, Travis",518595,2023,34,267,292,36,13,0,11,67,21,22.9,7.2,".225",".397",".288","0.685","0.172",".258","0","0","3","0","1",".297","26.1"
"Ford, Mike",645801,2023,30,219,251,28,6,0,16,81,24,32.3,9.6,".228",".475",".323","0.798","0.247",".276","0","0","7","0","1",".343","24.5"
"Alvarez, Yordan",670541,2023,26,410,496,64,24,1,31,92,69,18.5,13.9,".293",".583",".407","0.990","0.290",".306","0","0","13","5","4",".415","26.3"
"Rafaela, Ceddanne",678882,2023,22,83,89,12,6,0,2,28,4,31.5,4.5,".241",".386",".281","0.667","0.145",".333","1","3","1","0","1",".287","28.7"
"Miller, Owen",680911,2023,26,291,314,54,17,0,5,61,17,19.4,5.4,".261",".371",".303","0.674","0.110",".310","2","13","2","1","4",".292","29.0"
"Noda, Ryan",676116,2023,27,406,495,54,22,1,16,170,77,34.3,15.6,".229",".406",".364","0.770","0.177",".347","1","3","10","1","2",".342","27.3"
"Melendez Jr., MJ",669004,2023,24,533,602,75,29,5,16,170,62,28.2,10.3,".235",".398",".316","0.714","0.163",".311","4","6","3","2","4",".310","27.6"
"Barnhart, Tucker",571466,2023,32,109,123,18,3,0,1,42,12,34.1,9.8,".202",".257",".285","0.542","0.055",".313","0","1","1","0","1",".250","23.2"
"Mitchell, Garrett",669003,2023,24,65,73,10,2,1,3,26,7,35.6,9.6,".246",".446",".315","0.761","0.200",".351","1","1","0","0","1",".326","29.3"
"Choi, Ji Man",596847,2023,32,104,117,6,5,0,6,35,10,29.9,8.5,".163",".385",".239","0.624","0.222",".169","0","0","1","0","2",".267","24.9"
"Cabbage, Trey",663550,2023,26,53,56,7,3,0,1,26,2,46.4,3.6,".208",".321",".232","0.553","0.113",".370","1","1","0","0","1",".238","28.4"
"Caballero, José",676609,2023,26,231,280,37,9,1,4,66,28,23.6,10,".221",".320",".343","0.663","0.099",".285","3","26","17","0","4",".305","29.0"
"Ortega, Rafael",542364,2023,32,114,136,21,3,0,1,33,20,24.3,14.7,".219",".272",".341","0.613","0.053",".300","1","6","1","0","0",".288","27.2"
"Bell, Josh",605137,2023,30,547,617,85,28,0,22,134,63,21.7,10.2,".247",".419",".325","0.744","0.172",".287","1","0","2","2","3",".323","25.9"
"León, Sandy",506702,2023,34,41,44,4,2,0,0,20,1,45.5,2.3,".146",".195",".186","0.381","0.049",".286","0","0","1","0","0",".173","22.7"
"Betts, Mookie",605141,2023,30,584,693,99,40,1,39,107,96,15.4,13.9,".307",".579",".408","0.987","0.272",".316","3","14","8","3","5",".416","27.2"
"Wallach, Chad",595453,2023,31,157,172,18,5,1,7,57,13,33.1,7.6,".197",".376",".259","0.635","0.179",".258","1","0","0","0","0",".275","24.3"
"Fletcher, Dominic",666150,2023,25,93,102,20,5,1,2,22,7,21.6,6.9,".301",".441",".350","0.791","0.140",".377","2","0","0","1","0",".340","26.4"
"Matos, Luis",682641,2023,21,228,253,41,13,1,2,33,20,13,7.9,".250",".342",".319","0.661","0.092",".285","0","3","3","0","0",".295","27.7"
"Nimmo, Brandon",607043,2023,30,592,682,102,30,6,24,146,74,21.4,10.9,".274",".466",".363","0.829","0.192",".324","3","3","11","0","4",".359","28.0"
"Mejía, Francisco",642336,2023,27,150,160,18,11,0,5,38,6,23.8,3.8,".227",".400",".258","0.658","0.173",".266","1","0","1","0","2",".280","26.3"
"Julks, Corey",667452,2023,27,298,323,53,14,0,6,75,22,23.2,6.8,".245",".352",".297","0.649","0.107",".306","3","15","1","0","2",".286","28.4"
"Harrison, Josh",543281,2023,35,103,114,16,3,0,2,20,3,17.5,2.6,".204",".291",".263","0.554","0.087",".229","0","0","6","0","2",".248","26.5"
"Capra, Vinny",681962,2023,26,18,21,2,1,0,0,5,2,23.8,9.5,".167",".222",".250","0.472","0.055",".231","0","0","0","0","0",".220","27.7"
"Monasterio, Andruw",655316,2023,26,282,315,55,14,1,3,66,28,21,8.9,".259",".348",".330","0.678","0.089",".326","2","7","3","0","2",".302","28.0"
"Albies, Ozzie",645277,2023,26,596,660,99,30,5,33,107,46,16.2,7,".280",".513",".336","0.849","0.233",".289","1","13","8","2","8",".358","27.6"
"LeMahieu, DJ",518934,2023,34,497,562,81,22,3,15,125,60,22.2,10.7,".243",".390",".327","0.717","0.147",".295","2","2","3","2","2",".315","25.7"
"Bleday, JJ",668709,2023,25,256,303,29,11,0,10,72,42,23.8,13.9,".195",".355",".310","0.665","0.160",".226","1","5","2","0","3",".297","27.2"
"Jeffers, Ryan",680777,2023,26,286,335,48,15,2,14,93,33,27.8,9.9,".276",".490",".369","0.859","0.214",".359","2","3","10","1","2",".369","26.5"
"Volpe, Anthony",683011,2023,22,541,601,65,23,4,21,167,52,27.8,8.7,".209",".383",".283","0.666","0.174",".259","5","24","5","0","2",".290","28.4"
"Garver, Mitch",641598,2023,32,296,344,50,11,0,19,82,44,23.8,12.8,".270",".500",".370","0.870","0.230",".313","0","0","3","1","0",".374","25.7"
"Cooper, Garrett",643265,2023,32,422,457,70,18,1,17,132,31,28.9,6.8,".251",".419",".304","0.723","0.168",".324","0","0","2","0","2",".313","26.3"
"Díaz, Yandy",650490,2023,31,525,600,116,35,0,22,94,65,15.7,10.8,".330",".522",".410","0.932","0.192",".367","1","0","8","0","2",".402","26.6"
"Fry, David",681807,2023,27,101,113,14,6,0,4,30,8,26.5,7.1,".238",".416",".319","0.735","0.178",".299","0","2","4","0","0",".321","27.0"
"Wade Jr., LaMonte",664774,2023,29,429,519,77,14,2,17,95,76,18.3,14.6,".256",".417",".373","0.790","0.161",".290","0","2","6","3","4",".347","26.0"
"Pollock, AJ",572041,2023,35,133,144,13,4,0,5,32,9,22.2,6.3,".165",".308",".215","0.523","0.143",".173","1","0","0","0","2",".227","28.8"
"Winn, Masyn",691026,2023,21,122,137,17,2,0,2,26,10,19,7.3,".172",".238",".230","0.468","0.066",".196","1","2","0","0","3",".211","29.2"
"Yastrzemski, Mike",573262,2023,32,330,381,38,23,1,15,99,45,26,11.8,".233",".445",".330","0.775","0.212",".286","2","2","3","3","1",".333","27.0"
"Young, Jacob",696285,2023,23,107,121,19,7,1,0,22,10,18.2,8.3,".252",".336",".322","0.658","0.084",".318","0","13","1","0","0",".294","30.0"
"Paris, Kyren",677347,2023,21,40,46,4,0,0,0,17,4,37,8.7,".100",".100",".200","0.300","0.000",".174","0","3","1","0","0",".156","29.2"
"Mastrobuoni, Miles",670156,2023,27,133,149,26,5,0,1,32,13,21.5,8.7,".241",".301",".308","0.609","0.060",".310","1","13","0","0","0",".275","28.6"
"Springer III, George",543807,2023,33,613,683,111,25,1,21,125,60,18.3,8.8,".258",".405",".327","0.732","0.147",".291","5","20","5","1","3",".320","27.8"
"Canha, Mark",592192,2023,34,435,507,77,25,1,11,79,49,15.6,9.7,".262",".400",".355","0.755","0.138",".293","1","11","17","1","6",".333","27.8"
"Adell, Jo",666176,2023,24,58,62,5,3,1,3,25,4,40.3,6.5,".207",".448",".258","0.706","0.241",".300","0","1","0","0","0",".299","29.0"
"Heyward, Jason",518792,2023,33,334,377,52,23,0,15,64,34,17,9,".269",".473",".340","0.813","0.204",".291","2","2","3","1","3",".348","27.1"
"Espinal, Santiago",669289,2023,28,230,254,41,14,0,2,36,18,14.2,7.1,".248",".335",".310","0.645","0.087",".285","1","2","3","1","1",".285","26.9"
"Haseley, Adam",656514,2023,27,36,39,6,2,0,0,8,3,20.5,7.7,".222",".278",".282","0.560","0.056",".286","0","1","0","0","0",".253","27.9"
"Wiemer Jr., Joey",686894,2023,24,367,410,43,19,0,13,116,36,28.3,8.8,".204",".362",".283","0.645","0.158",".258","4","11","5","0","2",".284","28.9"
"Kennedy, Buddy",671083,2023,24,24,29,3,1,0,0,6,4,20.7,13.8,".167",".208",".310","0.518","0.041",".222","0","0","1","0","0",".255","29.3"
"India, Jonathan",663697,2023,26,454,529,71,23,0,17,109,52,20.6,9.8,".244",".407",".338","0.745","0.163",".281","2","14","16","0","7",".327","27.8"
"Segura, Jean",516416,2023,33,301,326,56,5,2,3,47,22,14.4,6.7,".219",".279",".277","0.556","0.060",".251","2","6","2","1","0",".250","27.4"
"Sabol, Blake",666165,2023,25,310,344,50,10,0,13,117,24,34,7,".235",".394",".301","0.695","0.159",".330","2","4","6","0","2",".303","27.4"
"Perkins, Blake",663368,2023,26,143,168,20,7,0,4,46,23,27.4,13.7,".217",".350",".325","0.675","0.133",".290","2","5","0","0","0",".303","30.0"
"Thomas, Alek",677950,2023,23,374,402,55,17,5,9,86,19,21.4,4.7,".230",".374",".273","0.647","0.144",".273","1","9","4","1","3",".278","28.8"
"Ruf, Darin",573131,2023,36,49,57,8,3,0,0,16,8,28.1,14,".224",".286",".333","0.619","0.062",".333","0","0","0","0","0",".287","25.2"
"Freeman, Tyler",671289,2023,24,153,168,26,7,0,4,30,10,17.9,6,".242",".366",".295","0.661","0.124",".275","0","5","2","0","1",".290","28.6"
"Story, Trevor",596115,2023,30,158,168,20,9,0,3,55,9,32.7,5.4,".203",".316",".250","0.566","0.113",".290","3","10","1","0","0",".249","28.8"
"Kelly, Carson",608348,2023,28,136,151,21,5,0,2,40,14,26.5,9.3,".206",".287",".278","0.565","0.081",".274","0","1","0","0","1",".255","25.7"
"Olivares, Edward",658668,2023,27,354,385,54,23,4,12,64,22,16.6,5.7,".263",".452",".317","0.769","0.189",".289","5","11","7","1","2",".329","28.6"
"Estrada, Thairo",642731,2023,27,495,530,92,26,2,14,120,22,22.6,4.2,".271",".416",".315","0.731","0.145",".331","7","23","11","1","2",".316","28.1"
"Machado, Manny",592518,2023,30,543,601,89,21,0,30,109,50,18.1,8.3,".258",".462",".319","0.781","0.204",".268","2","3","2","1","6",".334","26.3"
"Kepler, Max",596146,2023,30,438,491,66,22,2,24,106,45,21.6,9.2,".260",".484",".332","0.816","0.224",".288","1","1","4","0","4",".348","27.4"
"Muncy, Max",571970,2023,32,482,579,48,17,1,36,153,85,26.4,14.7,".212",".475",".333","0.808","0.263",".221","2","1","6","4","6",".344","26.9"
"Raleigh, Cal",663728,2023,26,513,569,65,23,1,30,158,54,27.8,9.5,".232",".456",".306","0.762","0.224",".273","0","0","1","1","1",".326","27.0"
"Short, Zack",670097,2023,28,221,253,29,9,0,7,66,28,26.1,11.1,".204",".339",".292","0.631","0.135",".255","0","5","0","0","1",".281","28.1"
"Laureano, Ramón",657656,2023,28,361,404,50,18,4,9,114,33,28.2,8.2,".224",".371",".304","0.675","0.147",".301","1","12","9","0","1",".298","27.9"
"Rodríguez, Julio",677594,2023,22,654,714,109,37,2,32,175,47,24.5,6.6,".275",".485",".333","0.818","0.210",".330","10","37","11","6","2",".347","29.6"
"Eaton, Nate",681987,2023,26,53,56,4,0,0,0,21,2,37.5,3.6,".075",".075",".125","0.200","0.000",".125","0","3","1","0","0",".101","29.5"
"Azocar, José",640492,2023,27,91,102,13,6,0,2,24,4,23.5,3.9,".231",".363",".278","0.641","0.132",".292","2","8","2","0","0",".280","29.6"
"Smith, Kevin",675656,2023,26,135,146,16,4,0,5,51,5,34.9,3.4,".185",".326",".220","0.546","0.141",".253","0","1","1","0","0",".236","27.3"
"Burleson, Alec",676475,2023,24,315,347,48,20,1,8,45,23,13,6.6,".244",".390",".300","0.690","0.146",".261","1","3","3","0","2",".300","25.6"
"O'Keefe, Brian",657247,2023,29,19,21,0,2,0,0,7,2,33.3,9.5,".105",".211",".190","0.401","0.106",".167","0","0","0","0","0",".185",
"Turner, Trea",607208,2023,30,639,691,104,35,5,26,150,45,21.7,6.5,".266",".459",".320","0.779","0.193",".310","0","30","6","2","1",".333","30.3"
"Isbel, Kyle",664728,2023,26,292,313,41,22,2,5,59,17,18.8,5.4,".240",".380",".282","0.662","0.140",".283","1","7","1","0","2",".286","27.6"
"Urías, Ramón",602104,2023,29,360,396,66,22,3,4,101,27,25.5,6.8,".264",".375",".328","0.703","0.111",".355","1","3","8","0","1",".310","26.7"
"Arroyo, Christian",624414,2023,28,195,206,28,16,0,3,45,7,21.8,3.4,".241",".369",".268","0.637","0.128",".295","3","1","1","0","2",".274","27.7"
"Palacios, Richie",680700,2023,26,93,102,12,6,0,6,11,6,10.8,5.9,".258",".516",".307","0.823","0.258",".234","0","2","1","0","1",".346","28.0"
"Vogelbach, Daniel",596129,2023,30,275,319,43,8,0,13,81,42,25.4,13.2,".233",".404",".339","0.743","0.171",".282","0","0","2","1","0",".327","23.6"
"Guerrero Jr., Vladimir",665489,2023,24,602,682,103,30,0,26,100,67,14.7,9.8,".264",".444",".345","0.789","0.180",".277","3","5","9","5","4",".340","26.4"
"Fermin, Freddy",666023,2023,28,217,235,41,10,1,9,50,13,21.3,5.5,".281",".461",".321","0.782","0.180",".323","0","0","1","0","3",".333","27.1"
"Gorman, Nolan",669357,2023,23,406,464,52,17,0,27,148,53,31.9,11.4,".236",".478",".328","0.806","0.242",".296","2","7","3","1","2",".345","26.5"
"Benson, Will",666181,2023,25,287,329,45,15,8,11,103,40,31.3,12.2,".275",".498",".365","0.863","0.223",".391","3","19","1","0","1",".369","28.8"
"Rosario, Eguy",666703,2023,23,36,37,5,1,1,2,12,1,32.4,2.7,".250",".500",".270","0.770","0.250",".318","0","0","0","0","0",".322","28.3"
"Meckler, Wade",685133,2023,23,56,64,12,1,0,0,25,6,39.1,9.4,".232",".250",".328","0.578","0.018",".419","0","0","2","0","0",".273","29.4"
"Wade, Tyler",642180,2023,28,51,55,11,1,1,0,13,4,23.6,7.3,".255",".314",".309","0.623","0.059",".342","0","4","0","0","0",".278","28.9"
"Devers, Rafael",646240,2023,26,580,656,90,34,0,33,126,62,19.2,9.5,".271",".500",".351","0.851","0.229",".292","1","5","11","10","3",".359","26.0"
"Lawlar, Jordan",691783,2023,20,31,34,4,0,0,0,11,2,32.4,5.9,".129",".129",".206","0.335","0.000",".200","1","1","1","0","0",".166","30.0"
"Miller, Brad",543543,2023,33,56,67,7,4,0,1,11,10,16.4,14.9,".214",".339",".328","0.667","0.125",".244","0","0","0","0","1",".300","25.9"
"Davis, Jonathan",641505,2023,31,90,104,15,4,1,2,29,7,27.9,6.7,".244",".378",".307","0.685","0.134",".328","2","1","2","0","2",".298","28.9"
"Mendick, Danny",664901,2023,29,65,69,8,3,0,1,15,4,21.7,5.8,".185",".277",".232","0.509","0.092",".224","0","1","0","0","0",".226","25.6"
"Call, Alex",669743,2023,28,375,439,52,14,1,8,78,53,17.8,12.1,".200",".307",".307","0.614","0.107",".230","8","9","6","0","2",".280","28.8"
"Sosa, Lenyn",672820,2023,23,164,173,21,6,0,6,40,5,23.1,2.9,".201",".348",".224","0.572","0.147",".227","1","0","0","1","1",".241","27.6"
"Steer, Spencer",668715,2023,25,582,665,95,37,3,23,139,68,20.9,10.2,".271",".464",".356","0.820","0.193",".318","3","15","11","0","4",".355","28.4"
"Salazar, César",663967,2023,27,18,19,2,0,0,0,6,1,31.6,5.3,".111",".111",".158","0.269","0.000",".167","0","0","0","0","0",".130",
"Lopez, Irving",676761,2023,28,11,12,0,0,0,0,5,0,41.7,0,".000",".000",".000","0.000","0.000",".000","0","0","0","0","1",".000",
"Bemboom, Anthony",621532,2023,33,11,13,2,0,0,0,2,2,15.4,15.4,".182",".182",".308","0.490","0.000",".222","0","0","0","0","0",".243","25.8"
"Bregman, Alex",608324,2023,29,622,724,106,28,4,25,87,92,12,12.7,".262",".441",".363","0.804","0.179",".270","1","3","8","1","2",".351","26.3"
"Meyers, Jake",676694,2023,27,309,341,43,16,1,10,88,26,25.8,7.6,".227",".382",".296","0.678","0.155",".283","2","5","5","0","1",".297","29.2"
"Greene, Riley",682985,2023,22,378,416,75,19,4,11,114,35,27.4,8.4,".288",".447",".349","0.796","0.159",".384","0","7","1","0","2",".344","28.1"
"Kirk, Alejandro",672386,2023,24,372,422,69,16,0,8,45,42,10.7,10,".250",".358",".334","0.692","0.108",".265","0","0","6","1","2",".308","23.7"
"Blanco, Dairon",680118,2023,30,124,138,18,7,4,3,33,10,23.9,7.2,".258",".452",".324","0.776","0.194",".330","5","24","2","0","0",".333","30.3"
"Lowe, Josh",666139,2023,25,466,501,81,33,2,20,124,31,24.8,6.2,".292",".500",".335","0.835","0.208",".357","3","32","1","2","3",".354","28.7"
"Dubón, Mauricio",643289,2023,28,467,492,91,26,3,10,70,19,14.2,3.9,".278",".411",".309","0.720","0.133",".308","2","7","3","0","3",".311","28.1"
"Domínguez, Jasson",691176,2023,20,31,33,3,1,0,4,8,2,24.2,6.1,".258",".677",".303","0.980","0.419",".211","0","1","0","0","0",".403","28.3"
"Vientos, Mark",668901,2023,23,218,233,31,5,1,9,71,10,30.5,4.3,".211",".367",".253","0.620","0.156",".264","0","1","3","0","2",".267","26.3"
"Hummel, Cooper",669450,2023,28,23,26,1,1,0,0,9,2,34.6,7.7,".087",".130",".192","0.322","0.043",".143","0","1","1","0","0",".163","27.2"
"Happ, Ian",664023,2023,28,580,691,84,35,4,21,153,99,22.1,14.3,".248",".431",".360","0.791","0.183",".299","3","14","6","2","6",".345","27.7"
"Murphy, Tom",608596,2023,32,145,159,22,12,0,8,44,10,27.7,6.3,".290",".538",".335","0.873","0.248",".358","0","0","1","0","2",".367","26.0"
"Peralta, David",444482,2023,35,394,422,69,25,1,7,72,20,17.1,4.7,".259",".381",".294","0.675","0.122",".296","1","4","2","1","6",".290","27.0"
"Bohm, Alec",664761,2023,26,558,611,102,31,0,20,94,42,15.4,6.9,".274",".437",".327","0.764","0.163",".296","1","4","5","1","6",".329","26.6"
"Montero, Elehuris",660707,2023,24,284,307,41,15,2,11,111,15,36.2,4.9,".243",".426",".290","0.716","0.183",".352","0","0","5","0","3",".306","26.6"
"Stallings, Jacob",607732,2023,33,241,276,29,14,0,3,67,27,24.3,9.8,".191",".286",".278","0.564","0.095",".249","0","0","3","0","2",".256","23.6"
"Cruz, Oneil",665833,2023,24,32,40,6,1,0,1,8,7,20,17.5,".250",".375",".375","0.750","0.125",".292","0","3","0","0","1",".335","28.7"
"Villar, David",681584,2023,26,124,140,7,6,0,5,45,11,32.1,7.9,".145",".315",".236","0.551","0.170",".173","1","1","4","0","1",".244","25.9"
"Schanuel, Nolan",694384,2023,21,109,132,26,3,0,1,19,20,14.4,15.2,".275",".330",".402","0.732","0.055",".326","0","0","3","1","0",".336","26.8"
"Rivas III, Alfonso",663845,2023,26,109,123,11,10,1,3,36,9,29.3,7.3,".229",".422",".303","0.725","0.193",".310","0","1","3","0","1",".313","26.9"
"Vavra, Terrin",679631,2023,26,49,56,12,0,0,0,12,5,21.4,8.9,".245",".245",".315","0.560","0.000",".324","0","1","0","0","0",".261","27.9"
"Toro, Abraham",647351,2023,26,18,21,6,0,0,2,5,2,23.8,9.5,".444",".778",".524","1.302","0.334",".545","0","0","1","0","0",".544","26.9"
"Casas, Triston",671213,2023,23,429,502,66,21,2,24,126,70,25.1,13.9,".263",".490",".367","0.857","0.227",".317","0","0","1","2","2",".367","24.9"
"Edwards, Xavier",669364,2023,23,78,84,20,3,0,0,14,3,16.7,3.6,".295",".333",".329","0.662","0.038",".359","0","5","1","0","0",".295","28.2"
"Farmer, Kyle",571657,2023,32,336,369,59,14,2,11,86,23,23.3,6.2,".256",".408",".317","0.725","0.152",".311","4","2","8","0","2",".316","26.5"
"Peraza, Oswald",672724,2023,23,173,191,23,8,0,2,50,13,26.2,6.8,".191",".272",".267","0.539","0.081",".256","3","4","5","0","0",".246","28.7"
"Dixon, Brandon",641525,2023,31,79,86,10,4,0,2,31,1,36,1.2,".203",".329",".244","0.573","0.126",".292","0","1","4","0","2",".249","28.4"
"Vierling, Matt",663837,2023,26,479,530,89,21,5,10,112,44,21.1,8.3,".261",".388",".329","0.717","0.127",".321","6","6","5","1","1",".315","29.1"
"Adams, Riley",656180,2023,27,143,158,20,13,2,4,45,11,28.5,7,".273",".476",".331","0.807","0.203",".368","0","0","2","0","1",".344","26.2"
"Carroll, Corbin",682998,2023,22,565,645,96,30,10,25,125,57,19.4,8.8,".285",".506",".362","0.868","0.221",".325","5","54","13","1","4",".370","30.1"
"Wynns, Austin",642851,2023,32,130,145,20,6,0,1,39,9,26.9,6.2,".208",".277",".268","0.545","0.069",".286","0","1","2","0","1",".245","24.7"
"McCarthy, Jake",664983,2023,25,276,312,53,7,5,2,62,26,19.9,8.3,".243",".326",".318","0.644","0.083",".305","4","26","5","0","1",".289","30.0"
"Taylor, Chris",621035,2023,32,338,384,49,15,1,15,125,41,32.6,10.7,".237",".420",".326","0.746","0.183",".327","3","16","4","2","1",".323","28.3"
"Taylor, Tyrone",621438,2023,29,231,243,26,17,1,10,55,8,22.6,3.3,".234",".446",".267","0.713","0.212",".263","0","9","3","0","1",".302","28.8"
"Velázquez, Nelson",676369,2023,24,162,179,15,6,0,17,51,14,28.5,7.8,".235",".586",".302","0.888","0.351",".221","0","0","2","0","1",".369","27.2"
"Hamilton, David",666152,2023,25,33,39,2,2,0,0,10,6,25.6,15.4,".121",".182",".256","0.438","0.061",".174","1","2","0","0","0",".216","29.2"
"Piña, Manny",444489,2023,36,12,12,2,0,0,1,3,0,25,0,".250",".500",".250","0.750","0.250",".250","0","0","0","0","0",".314","24.0"
"Walker, Jordan",691023,2023,21,420,465,79,19,2,16,104,37,22.4,8,".276",".445",".342","0.787","0.169",".331","4","7","6","0","2",".341","28.5"
"Benintendi, Andrew",643217,2023,28,562,621,106,34,2,5,89,52,14.3,8.4,".262",".356",".326","0.682","0.094",".301","2","13","3","5","3",".299","27.3"
"Tatis Jr., Fernando",665487,2023,24,575,635,89,33,1,25,141,53,22.2,8.3,".257",".449",".322","0.771","0.192",".299","4","29","3","0","3",".332","29.3"
"Goodman, Hunter",696100,2023,23,70,77,6,4,3,1,24,5,31.2,6.5,".200",".386",".247","0.633","0.186",".277","0","1","0","0","2",".266","27.6"
"Hoerner, Nico",663538,2023,26,619,688,135,27,4,9,83,49,12.1,7.1,".283",".383",".346","0.729","0.100",".312","7","43","14","0","5",".322","28.5"
"Heim, Jonah",641680,2023,28,457,501,72,28,0,18,96,40,19.2,8,".258",".438",".317","0.755","0.180",".289","0","2","1","2","3",".324","25.8"
"Freeman, Freddie",518692,2023,33,637,730,121,59,2,29,121,72,16.6,9.9,".331",".567",".410","0.977","0.236",".370","1","23","16","12","5",".411","26.7"
"Horwitz, Spencer",687462,2023,25,39,44,7,2,0,1,12,4,27.3,9.1,".256",".385",".341","0.726","0.129",".346","0","0","1","0","0",".322","25.1"
"Cowser, Colton",681297,2023,23,61,77,5,2,0,0,22,13,28.6,16.9,".115",".148",".286","0.434","0.033",".175","0","1","2","0","1",".226","27.9"
